ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,DS
322,Coin Change,35.50%,Medium,1.172470261, https://leetcode.com/problems/coin-change,
323,Number of Connected Components in an Undirected Graph,56.00%,Medium,0.329842883, https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,
324,Wiggle Sort II,29.90%,Medium,1.786845454, https://leetcode.com/problems/wiggle-sort-ii,
325,Maximum Size Subarray Sum Equals k,46.80%,Medium,1.957338845, https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,
326,Power of Three,42.10%,Easy,0.155237168, https://leetcode.com/problems/power-of-three,
327,Count of Range Sum,35.20%,Hard,1.315127313, https://leetcode.com/problems/count-of-range-sum,
328,Odd Even Linked List,55.70%,Medium,0.280800594, https://leetcode.com/problems/odd-even-linked-list,
329,Longest Increasing Path in a Matrix,43.40%,Hard,3.019478442, https://leetcode.com/problems/longest-increasing-path-in-a-matrix,
330,Patching Array,34.50%,Hard,0.167054085, https://leetcode.com/problems/patching-array,
331,Verify Preorder Serialization of a Binary Tree,40.40%,Medium,0.17152194, https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,
332,Reconstruct Itinerary,36.70%,Medium,2.267632268, https://leetcode.com/problems/reconstruct-itinerary,
333,Largest BST Subtree,35.80%,Medium,0.692366845, https://leetcode.com/problems/largest-bst-subtree,
334,Increasing Triplet Subsequence,40.00%,Medium,1.96786769, https://leetcode.com/problems/increasing-triplet-subsequence,
335,Self Crossing,28.00%,Hard,0.92132008, https://leetcode.com/problems/self-crossing,
336,Palindrome Pairs,33.70%,Hard,2.068730117, https://leetcode.com/problems/palindrome-pairs,
337,House Robber III,50.60%,Medium,1.693179942, https://leetcode.com/problems/house-robber-iii,
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,42.10%,Medium,1.55157208, https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Sliding Window
341,Flatten Nested List Iterator,52.90%,Medium,2.334951663, https://leetcode.com/problems/flatten-nested-list-iterator,
343,Integer Break,50.40%,Medium,0.771547373, https://leetcode.com/problems/integer-break,
344,Reverse String,68.50%,Easy,0.751814562, https://leetcode.com/problems/reverse-string,
345,Reverse Vowels of a String,44.20%,Easy,2.846997612, https://leetcode.com/problems/reverse-vowels-of-a-string,
346,Moving Average from Data Stream,70.90%,Easy,3.759561332, https://leetcode.com/problems/moving-average-from-data-stream,
347,Top K Frequent Elements,61.20%,Medium,0.868387774, https://leetcode.com/problems/top-k-frequent-elements,
348,Design Tic-Tac-Toe,54.30%,Medium,0.94337169, https://leetcode.com/problems/design-tic-tac-toe,
349,Intersection of Two Arrays,62.50%,Easy,0.589039089, https://leetcode.com/problems/intersection-of-two-arrays,
350,Intersection of Two Arrays II,51.40%,Easy,0.386257837, https://leetcode.com/problems/intersection-of-two-arrays-ii,
351,Android Unlock Patterns,48.40%,Medium,3.70074903, https://leetcode.com/problems/android-unlock-patterns,
352,Data Stream as Disjoint Intervals,47.30%,Hard,0.475160625, https://leetcode.com/problems/data-stream-as-disjoint-intervals,
353,Design Snake Game,34.20%,Medium,2.374942034, https://leetcode.com/problems/design-snake-game,
354,Russian Doll Envelopes,35.60%,Hard,2.236076201, https://leetcode.com/problems/russian-doll-envelopes,
356,Line Reflection,31.80%,Medium,1.141089717, https://leetcode.com/problems/line-reflection,
357,Count Numbers with Unique Digits,48.40%,Medium,0.045932299, https://leetcode.com/problems/count-numbers-with-unique-digits,
358,Rearrange String k Distance Apart,34.90%,Hard,1.595386159, https://leetcode.com/problems/rearrange-string-k-distance-apart,
359,Logger Rate Limiter,70.80%,Easy,3.674548532, https://leetcode.com/problems/logger-rate-limiter,
360,Sort Transformed Array,48.80%,Medium,3.083137274, https://leetcode.com/problems/sort-transformed-array,
361,Bomb Enemy,46.00%,Medium,4.673664844, https://leetcode.com/problems/bomb-enemy,
362,Design Hit Counter,63.70%,Medium,2.598395991, https://leetcode.com/problems/design-hit-counter,
363,Max Sum of Rectangle No Larger Than K,37.30%,Hard,2.709331431, https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,
365,Water and Jug Problem,30.60%,Medium,1.133983917, https://leetcode.com/problems/water-and-jug-problem,
366,Find Leaves of Binary Tree,70.60%,Medium,0.413012314, https://leetcode.com/problems/find-leaves-of-binary-tree,
367,Valid Perfect Square,41.70%,Easy,0.090216206, https://leetcode.com/problems/valid-perfect-square,
368,Largest Divisible Subset,38.00%,Medium,0.320273058, https://leetcode.com/problems/largest-divisible-subset,
369,Plus One Linked List,58.20%,Medium,2.103037362, https://leetcode.com/problems/plus-one-linked-list,
370,Range Addition,62.80%,Medium,1.700217503, https://leetcode.com/problems/range-addition,
371,Sum of Two Integers,50.70%,Medium,0.25217965, https://leetcode.com/problems/sum-of-two-integers,
373,Find K Pairs with Smallest Sums,36.70%,Medium,1.369690206, https://leetcode.com/problems/find-k-pairs-with-smallest-sums,
374,Guess Number Higher or Lower,43.10%,Easy,0.503058594, https://leetcode.com/problems/guess-number-higher-or-lower,
375,Guess Number Higher or Lower II,40.30%,Medium,2.412208896, https://leetcode.com/problems/guess-number-higher-or-lower-ii,
377,Combination Sum IV,45.30%,Medium,0.22987192, https://leetcode.com/problems/combination-sum-iv,
378,Kth Smallest Element in a Sorted Matrix,54.30%,Medium,1.141935541, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,
379,Design Phone Directory,46.80%,Medium,1.44141366, https://leetcode.com/problems/design-phone-directory,
380,Insert Delete GetRandom O(1),47.50%,Medium,2.518408555, https://leetcode.com/problems/insert-delete-getrandom-o1,
381,Insert Delete GetRandom O(1) - Duplicates allowed,34.10%,Hard,1.218903163, https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,
382,Linked List Random Node,52.10%,Medium,1.051825291, https://leetcode.com/problems/linked-list-random-node,
384,Shuffle an Array,52.80%,Medium,0.991100944, https://leetcode.com/problems/shuffle-an-array,
385,Mini Parser,33.80%,Medium,0.446850324, https://leetcode.com/problems/mini-parser,
386,Lexicographical Numbers,51.60%,Medium,0.495043374, https://leetcode.com/problems/lexicographical-numbers,
387,First Unique Character in a String,53.40%,Easy,0.504007846, https://leetcode.com/problems/first-unique-character-in-a-string,
388,Longest Absolute File Path,41.80%,Medium,5.91308589, https://leetcode.com/problems/longest-absolute-file-path,
389,Find the Difference,55.30%,Easy,1.359394691, https://leetcode.com/problems/find-the-difference,
391,Perfect Rectangle,30.50%,Hard,2.360954357, https://leetcode.com/problems/perfect-rectangle,
392,Is Subsequence,49.20%,Easy,1.652592724, https://leetcode.com/problems/is-subsequence,
393,UTF-8 Validation,37.50%,Medium,4.444092228, https://leetcode.com/problems/utf-8-validation,
394,Decode String,50.00%,Medium,3.826544614, https://leetcode.com/problems/decode-string,
187,Repeated DNA Sequences,38.90%,Medium,1.434475303, https://leetcode.com/problems/repeated-dna-sequences,Sliding Window
397,Integer Replacement,32.90%,Medium,0.232252268, https://leetcode.com/problems/integer-replacement,
398,Random Pick Index,56.00%,Medium,0.813407304, https://leetcode.com/problems/random-pick-index,
399,Evaluate Division,51.60%,Medium,4.93312795, https://leetcode.com/problems/evaluate-division,
400,Nth Digit,31.70%,Medium,2.168367751, https://leetcode.com/problems/nth-digit,
401,Binary Watch,47.50%,Easy,2.246794843, https://leetcode.com/problems/binary-watch,
402,Remove K Digits,28.40%,Medium,0.24067603, https://leetcode.com/problems/remove-k-digits,
403,Frog Jump,39.70%,Hard,2.488020641, https://leetcode.com/problems/frog-jump,
404,Sum of Left Leaves,50.90%,Easy,0.159116456, https://leetcode.com/problems/sum-of-left-leaves,
406,Queue Reconstruction by Height,66.90%,Medium,2.463643691, https://leetcode.com/problems/queue-reconstruction-by-height,
407,Trapping Rain Water II,42.40%,Hard,1.859058305, https://leetcode.com/problems/trapping-rain-water-ii,
408,Valid Word Abbreviation,30.60%,Easy,0.846521161, https://leetcode.com/problems/valid-word-abbreviation,
409,Longest Palindrome,50.30%,Easy,0.566157323, https://leetcode.com/problems/longest-palindrome,
410,Split Array Largest Sum,44.50%,Hard,4.009588513, https://leetcode.com/problems/split-array-largest-sum,
411,Minimum Unique Word Abbreviation,36.30%,Hard,1.843584537, https://leetcode.com/problems/minimum-unique-word-abbreviation,
412,Fizz Buzz,62.30%,Easy,0.879446194, https://leetcode.com/problems/fizz-buzz,
414,Third Maximum Number,30.50%,Easy,0.154076311, https://leetcode.com/problems/third-maximum-number,
415,Add Strings,47.50%,Easy,0.870474056, https://leetcode.com/problems/add-strings,
416,Partition Equal Subset Sum,43.70%,Medium,0.580734106, https://leetcode.com/problems/partition-equal-subset-sum,
417,Pacific Atlantic Water Flow,41.10%,Medium,3.039812113, https://leetcode.com/problems/pacific-atlantic-water-flow,
418,Sentence Screen Fitting,32.60%,Medium,4.781933323, https://leetcode.com/problems/sentence-screen-fitting,
419,Battleships in a Board,70.00%,Medium,1.235401421, https://leetcode.com/problems/battleships-in-a-board,
420,Strong Password Checker,14.00%,Hard,0.449117738, https://leetcode.com/problems/strong-password-checker,
421,Maximum XOR of Two Numbers in an Array,53.50%,Medium,0.768784595, https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,
422,Valid Word Square,37.70%,Easy,0.956014084, https://leetcode.com/problems/valid-word-square,
1423,Maximum Points You Can Obtain from Cards,42.60%,Medium,1.250787854, https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,Sliding Window
425,Word Squares,47.70%,Hard,3.649664857, https://leetcode.com/problems/word-squares,
426,Convert Binary Search Tree to Sorted Doubly Linked List,59.10%,Medium,0.330854244, https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,
427,Construct Quad Tree,61.40%,Medium,1.830397262, https://leetcode.com/problems/construct-quad-tree,
428,Serialize and Deserialize N-ary Tree,59.40%,Hard,1.812637054, https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,
430,Flatten a Multilevel Doubly Linked List,55.10%,Medium,0.722922167, https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,
432,All O`one Data Structure,32.40%,Hard,0.761188917, https://leetcode.com/problems/all-oone-data-structure,
433,Minimum Genetic Mutation,41.80%,Medium,0.597837001, https://leetcode.com/problems/minimum-genetic-mutation,
435,Non-overlapping Intervals,42.90%,Medium,0.399553761, https://leetcode.com/problems/non-overlapping-intervals,
209,Minimum Size Subarray Sum,38.20%,Medium,1.02119487, https://leetcode.com/problems/minimum-size-subarray-sum,Sliding Window
440,K-th Smallest in Lexicographical Order,29.10%,Hard,0.560286254, https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,
442,Find All Duplicates in an Array,67.80%,Medium,0.402917336, https://leetcode.com/problems/find-all-duplicates-in-an-array,
443,String Compression,41.30%,Easy,0.580994274, https://leetcode.com/problems/string-compression,
444,Sequence Reconstruction,22.20%,Medium,2.217786049, https://leetcode.com/problems/sequence-reconstruction,
445,Add Two Numbers II,54.50%,Medium,0.369250624, https://leetcode.com/problems/add-two-numbers-ii,
447,Number of Boomerangs,51.80%,Easy,2.070710491, https://leetcode.com/problems/number-of-boomerangs,
448,Find All Numbers Disappeared in an Array,55.90%,Easy,0.327429109, https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,
449,Serialize and Deserialize BST,52.00%,Medium,0.597581431, https://leetcode.com/problems/serialize-and-deserialize-bst,
450,Delete Node in a BST,43.10%,Medium,0.71900273, https://leetcode.com/problems/delete-node-in-a-bst,
451,Sort Characters By Frequency,63.00%,Medium,0.336850469, https://leetcode.com/problems/sort-characters-by-frequency,
452,Minimum Number of Arrows to Burst Balloons,49.60%,Medium,0.558439757, https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,
456,132 Pattern,28.90%,Medium,0.471396711, https://leetcode.com/problems/132-pattern,
457,Circular Array Loop,29.40%,Medium,2.408723749, https://leetcode.com/problems/circular-array-loop,
459,Repeated Substring Pattern,42.20%,Easy,1.981281171, https://leetcode.com/problems/repeated-substring-pattern,
460,LFU Cache,34.20%,Hard,1.421819332, https://leetcode.com/problems/lfu-cache,
463,Island Perimeter,65.70%,Easy,1.766239595, https://leetcode.com/problems/island-perimeter,
464,Can I Win,28.80%,Medium,0.567828019, https://leetcode.com/problems/can-i-win,
465,Optimal Account Balancing,46.90%,Hard,3.462697997, https://leetcode.com/problems/optimal-account-balancing,
467,Unique Substrings in Wraparound String,35.60%,Medium,0.107341555, https://leetcode.com/problems/unique-substrings-in-wraparound-string,
468,Validate IP Address,24.10%,Medium,0.034486176, https://leetcode.com/problems/validate-ip-address,
469,Convex Polygon,37.00%,Medium,1.361803341, https://leetcode.com/problems/convex-polygon,
471,Encode String with Shortest Length,47.10%,Hard,3.626532622, https://leetcode.com/problems/encode-string-with-shortest-length,
472,Concatenated Words,43.70%,Hard,0.061201965, https://leetcode.com/problems/concatenated-words,
474,Ones and Zeroes,42.80%,Medium,0.088292607, https://leetcode.com/problems/ones-and-zeroes,
475,Heaters,33.10%,Easy,1.76649284, https://leetcode.com/problems/heaters,
477,Total Hamming Distance,50.40%,Medium,0.19966567, https://leetcode.com/problems/total-hamming-distance,
480,Sliding Window Median,37.20%,Hard,0.986175144, https://leetcode.com/problems/sliding-window-median,Sliding Window
481,Magical String,47.50%,Medium,0, https://leetcode.com/problems/magical-string,
482,License Key Formatting,43.10%,Easy,5.489684606, https://leetcode.com/problems/license-key-formatting,
483,Smallest Good Base,35.70%,Hard,0.339354083, https://leetcode.com/problems/smallest-good-base,
484,Find Permutation,60.50%,Medium,2.123018359, https://leetcode.com/problems/find-permutation,
485,Max Consecutive Ones,54.60%,Easy,0.063238716, https://leetcode.com/problems/max-consecutive-ones,
486,Predict the Winner,47.90%,Medium,1.762174531, https://leetcode.com/problems/predict-the-winner,
220,Contains Duplicate III,20.90%,Medium,0.960150928, https://leetcode.com/problems/contains-duplicate-iii,Sliding Window
489,Robot Room Cleaner,69.70%,Hard,4.950612284, https://leetcode.com/problems/robot-room-cleaner,
490,The Maze,51.40%,Medium,2.559373135, https://leetcode.com/problems/the-maze,
493,Reverse Pairs,25.20%,Hard,0.533474676, https://leetcode.com/problems/reverse-pairs,
494,Target Sum,46.30%,Medium,0.067211531, https://leetcode.com/problems/target-sum,
496,Next Greater Element I,63.80%,Easy,0.238310344, https://leetcode.com/problems/next-greater-element-i,
497,Random Point in Non-overlapping Rectangles,37.80%,Medium,1.957330687, https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,
498,Diagonal Traverse,48.20%,Medium,1.80736041, https://leetcode.com/problems/diagonal-traverse,
499,The Maze III,41.00%,Hard,1.544197391, https://leetcode.com/problems/the-maze-iii,
501,Find Mode in Binary Search Tree,42.40%,Easy,0.24083782, https://leetcode.com/problems/find-mode-in-binary-search-tree,
503,Next Greater Element II,56.50%,Medium,0.20963048, https://leetcode.com/problems/next-greater-element-ii,
504,Base 7,46.20%,Easy,0.362601404, https://leetcode.com/problems/base-7,
505,The Maze II,47.70%,Medium,2.455044351, https://leetcode.com/problems/the-maze-ii,
506,Relative Ranks,50.50%,Easy,0, https://leetcode.com/problems/relative-ranks,
510,Inorder Successor in BST II,58.00%,Medium,1.627672583, https://leetcode.com/problems/inorder-successor-in-bst-ii,
514,Freedom Trail,43.00%,Hard,0, https://leetcode.com/problems/freedom-trail,
518,Coin Change 2,50.20%,Medium,1.035074772, https://leetcode.com/problems/coin-change-2,
519,Random Flip Matrix,36.70%,Medium,0, https://leetcode.com/problems/random-flip-matrix,
520,Detect Capital,54.20%,Easy,0, https://leetcode.com/problems/detect-capital,
521,Longest Uncommon Subsequence I ,57.60%,Easy,0, https://leetcode.com/problems/longest-uncommon-subsequence-i,
522,Longest Uncommon Subsequence II,34.00%,Medium,0, https://leetcode.com/problems/longest-uncommon-subsequence-ii,
523,Continuous Subarray Sum,24.60%,Medium,0.071663893, https://leetcode.com/problems/continuous-subarray-sum,
524,Longest Word in Dictionary through Deleting,48.40%,Medium,3.072239529, https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,
525,Contiguous Array,42.80%,Medium,0.277027005, https://leetcode.com/problems/contiguous-array,
526,Beautiful Arrangement,57.80%,Medium,0, https://leetcode.com/problems/beautiful-arrangement,
527,Word Abbreviation,54.30%,Hard,2.926123449, https://leetcode.com/problems/word-abbreviation,
528,Random Pick with Weight,43.90%,Medium,2.509596225, https://leetcode.com/problems/random-pick-with-weight,
529,Minesweeper,59.10%,Medium,1.867966078, https://leetcode.com/problems/minesweeper,
530,Minimum Absolute Difference in BST,53.80%,Easy,0.247152091, https://leetcode.com/problems/minimum-absolute-difference-in-bst,
531,Lonely Pixel I,59.00%,Medium,0.490910314, https://leetcode.com/problems/lonely-pixel-i,
533,Lonely Pixel II,47.90%,Medium,0, https://leetcode.com/problems/lonely-pixel-ii,
535,Encode and Decode TinyURL,79.90%,Medium,1.131644104, https://leetcode.com/problems/encode-and-decode-tinyurl,
540,Single Element in a Sorted Array,57.90%,Medium,1.333263891, https://leetcode.com/problems/single-element-in-a-sorted-array,
541,Reverse String II,48.40%,Easy,0.0253499, https://leetcode.com/problems/reverse-string-ii,
542,01 Matrix,39.80%,Medium,0.502449755, https://leetcode.com/problems/01-matrix,
543,Diameter of Binary Tree,48.40%,Easy,1.241009482, https://leetcode.com/problems/diameter-of-binary-tree,
544,Output Contest Matches,75.30%,Medium,2.926123449, https://leetcode.com/problems/output-contest-matches,
545,Boundary of Binary Tree,38.90%,Medium,0, https://leetcode.com/problems/boundary-of-binary-tree,
547,Friend Circles,58.60%,Medium,0.179703553, https://leetcode.com/problems/friend-circles,
549,Binary Tree Longest Consecutive Sequence II,47.00%,Medium,1.462785929, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,
551,Student Attendance Record I,46.00%,Easy,1.013125565, https://leetcode.com/problems/student-attendance-record-i,
552,Student Attendance Record II,36.70%,Hard,2.7690514, https://leetcode.com/problems/student-attendance-record-ii,
554,Brick Wall,50.00%,Medium,0.138469674, https://leetcode.com/problems/brick-wall,
558,Logical OR of Two Binary Grids Represented as Quad-Trees,44.60%,Medium,2.571814373, https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,
559,Maximum Depth of N-ary Tree,68.70%,Easy,0.094683024, https://leetcode.com/problems/maximum-depth-of-n-ary-tree,
560,Subarray Sum Equals K,43.90%,Medium,1.123530639, https://leetcode.com/problems/subarray-sum-equals-k,
562,Longest Line of Consecutive One in Matrix,45.90%,Medium,3.145109675, https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,
564,Find the Closest Palindrome,19.70%,Hard,0.300754154, https://leetcode.com/problems/find-the-closest-palindrome,
658,Find K Closest Elements,40.90%,Medium,0.793091043, https://leetcode.com/problems/find-k-closest-elements,Sliding Window
568,Maximum Vacation Days,40.80%,Hard,4.053081249, https://leetcode.com/problems/maximum-vacation-days,
569,Median Employee Salary,57.70%,Hard,0, https://leetcode.com/problems/median-employee-salary,
572,Subtree of Another Tree,44.10%,Easy,0.564931564, https://leetcode.com/problems/subtree-of-another-tree,
581,Shortest Unsorted Continuous Subarray,31.10%,Easy,0.080610816, https://leetcode.com/problems/shortest-unsorted-continuous-subarray,
582,Kill Process,60.80%,Medium,1.290929714, https://leetcode.com/problems/kill-process,
583,Delete Operation for Two Strings,48.60%,Medium,0.095108587, https://leetcode.com/problems/delete-operation-for-two-strings,
587,Erect the Fence,35.90%,Hard,0.62346726, https://leetcode.com/problems/erect-the-fence,
591,Tag Validator,34.30%,Hard,1.746908903, https://leetcode.com/problems/tag-validator,
593,Valid Square,43.10%,Medium,1.028014996, https://leetcode.com/problems/valid-square,
604,Design Compressed String Iterator,37.50%,Easy,1.335001067, https://leetcode.com/problems/design-compressed-string-iterator,
609,Find Duplicate File in System,59.50%,Medium,1.083077996, https://leetcode.com/problems/find-duplicate-file-in-system,
616,Add Bold Tag in String,43.10%,Medium,2.666144363, https://leetcode.com/problems/add-bold-tag-in-string,
621,Task Scheduler,50.10%,Medium,0.249737141, https://leetcode.com/problems/task-scheduler,
622,Design Circular Queue,43.80%,Medium,0.245492732, https://leetcode.com/problems/design-circular-queue,
630,Course Schedule III,33.50%,Hard,0.675649587, https://leetcode.com/problems/course-schedule-iii,
395,Longest Substring with At Least K Repeating Characters,41.40%,Medium,0.789237392, https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,Sliding Window
635,Design Log Storage System,58.60%,Medium,1.406528514, https://leetcode.com/problems/design-log-storage-system,
636,Exclusive Time of Functions,51.90%,Medium,1.070608305, https://leetcode.com/problems/exclusive-time-of-functions,
638,Shopping Offers,51.50%,Medium,0, https://leetcode.com/problems/shopping-offers,
639,Decode Ways II,26.60%,Hard,0.159914385, https://leetcode.com/problems/decode-ways-ii,
640,Solve the Equation,42.00%,Medium,0.838920848, https://leetcode.com/problems/solve-the-equation,
642,Design Search Autocomplete System,44.70%,Hard,4.121348379, https://leetcode.com/problems/design-search-autocomplete-system,
632,Smallest Range Covering Elements from K Lists,52.40%,Hard,0.776712259, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,Sliding Window
644,Maximum Average Subarray II,32.00%,Hard,0, https://leetcode.com/problems/maximum-average-subarray-ii,
647,Palindromic Substrings,60.60%,Medium,0.613474678, https://leetcode.com/problems/palindromic-substrings,
651,4 Keys Keyboard,52.50%,Medium,0, https://leetcode.com/problems/4-keys-keyboard,
652,Find Duplicate Subtrees,50.20%,Medium,1.202729796, https://leetcode.com/problems/find-duplicate-subtrees,
654,Maximum Binary Tree,79.90%,Medium,0.045786227, https://leetcode.com/problems/maximum-binary-tree,
656,Coin Path,29.00%,Hard,0, https://leetcode.com/problems/coin-path,
657,Robot Return to Origin,73.50%,Easy,0.068256765, https://leetcode.com/problems/robot-return-to-origin,
424,Longest Repeating Character Replacement,47.00%,Medium,0.771399377, https://leetcode.com/problems/longest-repeating-character-replacement,Sliding Window
659,Split Array into Consecutive Subsequences,43.70%,Medium,2.526838205, https://leetcode.com/problems/split-array-into-consecutive-subsequences,
660,Remove 9,53.30%,Hard,1.113650166, https://leetcode.com/problems/remove-9,
662,Maximum Width of Binary Tree,41.00%,Medium,0.377317479, https://leetcode.com/problems/maximum-width-of-binary-tree,
665,Non-decreasing Array,19.50%,Easy,0.23531937, https://leetcode.com/problems/non-decreasing-array,
667,Beautiful Arrangement II,54.30%,Medium,0, https://leetcode.com/problems/beautiful-arrangement-ii,
668,Kth Smallest Number in Multiplication Table,45.60%,Hard,0.133086454, https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,
669,Trim a Binary Search Tree,63.00%,Easy,0.114018578, https://leetcode.com/problems/trim-a-binary-search-tree,
674,Longest Continuous Increasing Subsequence,45.90%,Easy,0.113243036, https://leetcode.com/problems/longest-continuous-increasing-subsequence,
676,Implement Magic Dictionary,54.50%,Medium,1.401575557, https://leetcode.com/problems/implement-magic-dictionary,
678,Valid Parenthesis String,31.00%,Medium,0.187953761, https://leetcode.com/problems/valid-parenthesis-string,
679,24 Game,46.40%,Hard,3.563700307, https://leetcode.com/problems/24-game,
680,Valid Palindrome II,36.60%,Easy,0.044706175, https://leetcode.com/problems/valid-palindrome-ii,
681,Next Closest Time,45.00%,Medium,5.6484444, https://leetcode.com/problems/next-closest-time,
682,Baseball Game,63.70%,Easy,0.085117515, https://leetcode.com/problems/baseball-game,
30,Substring with Concatenation of All Words,25.40%,Hard,0.72443361, https://leetcode.com/problems/substring-with-concatenation-of-all-words,Sliding Window
684,Redundant Connection,57.40%,Medium,1.702040039, https://leetcode.com/problems/redundant-connection,
685,Redundant Connection II,32.40%,Hard,1.870982265, https://leetcode.com/problems/redundant-connection-ii,
686,Repeated String Match,32.30%,Easy,4.836325284, https://leetcode.com/problems/repeated-string-match,
687,Longest Univalue Path,36.20%,Easy,2.567963196, https://leetcode.com/problems/longest-univalue-path,
688,Knight Probability in Chessboard,48.90%,Medium,1.249979777, https://leetcode.com/problems/knight-probability-in-chessboard,
689,Maximum Sum of 3 Non-Overlapping Subarrays,46.30%,Hard,0.354898219, https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,
690,Employee Importance,57.30%,Easy,0.474471472, https://leetcode.com/problems/employee-importance,
692,Top K Frequent Words,51.80%,Medium,0.821975907, https://leetcode.com/problems/top-k-frequent-words,
694,Number of Distinct Islands,56.00%,Medium,0.515813165, https://leetcode.com/problems/number-of-distinct-islands,
695,Max Area of Island,62.70%,Medium,1.202023891, https://leetcode.com/problems/max-area-of-island,
698,Partition to K Equal Sum Subsets,45.00%,Medium,0.427258589, https://leetcode.com/problems/partition-to-k-equal-sum-subsets,
700,Search in a Binary Search Tree,73.10%,Easy,0.008512501, https://leetcode.com/problems/search-in-a-binary-search-tree,
701,Insert into a Binary Search Tree,77.70%,Medium,0.093281601, https://leetcode.com/problems/insert-into-a-binary-search-tree,
702,Search in a Sorted Array of Unknown Size,66.90%,Medium,1.213288881, https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,
703,Kth Largest Element in a Stream,49.70%,Easy,0.300026835, https://leetcode.com/problems/kth-largest-element-in-a-stream,
705,Design HashSet,64.30%,Easy,0.195783023, https://leetcode.com/problems/design-hashset,
706,Design HashMap,61.30%,Easy,0.306079438, https://leetcode.com/problems/design-hashmap,
708,Insert into a Sorted Circular Linked List,31.60%,Medium,1.751377132, https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,
709,To Lower Case,79.30%,Easy,0.027805313, https://leetcode.com/problems/to-lower-case,
710,Random Pick with Blacklist,32.50%,Hard,1.635540536, https://leetcode.com/problems/random-pick-with-blacklist,
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,30.00%,Medium,0.68177419, https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,Sliding Window
714,Best Time to Buy and Sell Stock with Transaction Fee,54.70%,Medium,0.19966567, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,
715,Range Module,38.50%,Hard,2.51590275, https://leetcode.com/problems/range-module,
716,Max Stack,42.60%,Easy,0.428107585, https://leetcode.com/problems/max-stack,
717,1-bit and 2-bit Characters,48.80%,Easy,0.097459906, https://leetcode.com/problems/1-bit-and-2-bit-characters,
719,Find K-th Smallest Pair Distance,31.50%,Hard,0.403163611, https://leetcode.com/problems/find-k-th-smallest-pair-distance,
720,Longest Word in Dictionary,48.20%,Easy,0.737409271, https://leetcode.com/problems/longest-word-in-dictionary,
721,Accounts Merge,48.80%,Medium,0.933866541, https://leetcode.com/problems/accounts-merge,
722,Remove Comments,34.60%,Medium,2.391299564, https://leetcode.com/problems/remove-comments,
723,Candy Crush,69.20%,Medium,2.413829326, https://leetcode.com/problems/candy-crush,
724,Find Pivot Index,44.00%,Easy,0.814796898, https://leetcode.com/problems/find-pivot-index,
726,Number of Atoms,49.00%,Hard,0.344429218, https://leetcode.com/problems/number-of-atoms,
1031,Maximum Sum of Two Non-Overlapping Subarrays,57.90%,Medium,0.665354304, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays,Sliding Window
729,My Calendar I,51.80%,Medium,2.351286906, https://leetcode.com/problems/my-calendar-i,
730,Count Different Palindromic Subsequences,41.80%,Hard,0.274436846, https://leetcode.com/problems/count-different-palindromic-subsequences,
731,My Calendar II,49.10%,Medium,2.89406862, https://leetcode.com/problems/my-calendar-ii,
732,My Calendar III,60.00%,Hard,0.828692673, https://leetcode.com/problems/my-calendar-iii,
733,Flood Fill,55.30%,Easy,0.543451687, https://leetcode.com/problems/flood-fill,
734,Sentence Similarity,42.10%,Easy,3.67790395, https://leetcode.com/problems/sentence-similarity,
735,Asteroid Collision,41.00%,Medium,0.095423952, https://leetcode.com/problems/asteroid-collision,
